icao,name,lat,lon,elev_ft
IT-0649,Air_Panarea_Heliport,38.645999,15.07075,
IT-0574,Eliporto_Peschici,41.92814,16.012815,
IT-0348,Aviosuperficie_Cà_Lunga,44.520924,8.188011,1175
IT-0288,Il_Ranch_Airfield,45.545833,11.761944,56
IT-0412,Condor_Airfield,42.969167,10.619722,10
IT-0446,Policoro_Airfield,40.170967,16.6628,
IT-0567,Polignano_Fly_Airfield,41.009256,17.177493,85
IT-0755,Pontives_Heliport,46.586877,11.630389,3631
IT-0666,Ponza_Heliport,40.899427,12.948195,
IT-0667,Palmarola_Helipad,40.939667,12.855194,
IT-0669,Portoferraio_Hospital_Heliport,42.815918,10.319657,
IT-0545,Eliporto_Giorgio_La_Pira,36.718499,14.826982,
IT-0227,Campo_di_Volo_Pozzilli,41.50223,14.08533,
IT-0662,Procida_Heliport,40.750172,14.013681,
IT-0678,ENI_Heliport,44.477006,12.271869,
IT-0693,Fiera_di_Rimini_Heliport,44.072447,12.519082,
IT-0692,Rimini_Infermi_Hospital_Heliport,44.045695,12.58963,3
IT-0670,Palmaiola_Heliport,42.865709,10.473906,
IT-0329,Aviosuperficie_Settefrati,45.201775,10.662813,
IT-0061,Capitalia_Heliport,41.824691,12.381729,116
LIRC,Centocelle_Heliport,41.8729,12.5637,158
IT-0548,Fonte_di_Papa_Heliport,42.047787,12.568338,
IT-0752,Chiesa_del_Presidio_Heliport,41.801993,12.498981,190
IT-0347,Campo_di_Volo_Rovellasca,45.675833,9.064444,
IT-0568,Masseria_Modesti_Airfield,40.988856,16.407877,1575
IT-0578,Elifly_International,45.906061,10.22406,
IT-0799,Croce_Verde_di_Saluzzo_Heliport,44.65254,7.46928,1020
IT-0688,San_Benedetto_del_Tronto_Heliport,42.923231,13.889487,
IT-0765,Icaro_Airfield,45.67365,12.39375,10
IT-0737,Truzzo_Heliport,46.358881,9.319786,6595
IT-0573,Eliporto_S.G.Rotondo,41.693749,15.710771,1801
IT-0553,San_Leo_Heliport,43.896713,12.350816,
IT-0806,San_Leo_Airfield,43.918255,12.319971,
IT-0797,Torremezzo_di_Falconara_Airfield,39.28182,16.05505,16
IT-0523,San_Pancrazio_Air_Base,40.437947,17.857062,
IT-0564,Area_51_San_Pietro_Vernotico_Airfield,40.5306,18.053026,52
IT-0433,Deltaland_Airfield,44.8714,10.9807,46
IT-0581,Eliporto,41.632838,15.389813,
IT-0634,San_Severo_Airfield,41.7125,15.43,
IT-0641,Triolo_Airfield,41.625,15.458333,
IT-0736,Mese_Valchiavenna_Heliport,46.31269,9.38766,1005
IT-0696,Heliport_la_Sunrisa,40.714484,14.526114,
IT-0432,"Aviosuperficie_""Val_Vibrata_2""",42.80427,13.794678,433
IT-0023,"Campo_di_Volo_""Il_Cherubino""",37.59441,14.880252,720
IT-0396,Dedalo_Airfield,42.92801,10.840792,
IT-0422,Pajaro_Loco_Airfield,45.867979,12.792206,197
IT-0544,Eliporto_di_Siracusa_Pantanelli,37.061536,15.267566,
IT-0741,Sondalo_Heliport,46.3335,10.33147,3337
IT-0739,Sondrio_City_Hospital_Heliport,46.17158,9.879853,
IT-0661,HeliSorrento_Heliport,40.614109,14.362,
IT-0636,Spinazzola_Airfield,40.949167,16.229444,
IT-0638,Stornara_Airfield,41.290108,15.740617,
IT-0650,Stromboli_Heliport,38.799552,15.240425,
IT-0036,Cassibile_Airfield,36.981791,15.239755,58
IT-0600,Eliporto_militare,40.447845,17.252242,
IT-0601,Eliporto_militare,40.469739,17.27628,
IT-0725,Idroscalo_di_Taranto,40.477113,17.225393,
IT-0237,Teggiano_Vallo_di_Diano_Airfield,40.415506,15.536688,1467
IT-0706,Elimast_Temù_Heliport,46.25121,10.4876,3910
IT-0728,Ternate_Seaplane_Base,45.779714,8.694788,
IT-0742,Tirano_Heliport,46.21887,10.18223,1591
IT-0587,Elisuperficie_la_Quercia,40.963263,16.632791,
IT-0562,Porto_Cesareo_Airfield,40.292833,17.834566,33
IT-0563,Area_51_Torre_Santa_Susanna_Airfield,40.503056,17.7625,285
IT-0637,Sterparone_Airfield,41.601744,15.306667,
IT-0585,Eliporto_Militare,41.253178,16.413456,
IT-0658,Trapani_Chinisia_Airport_/_Borizzo_Airfield,37.896458,12.53907,
IT-0762,Alicusa,37.612908,12.700109,
IT-0676,SUEM_Heliport_Treviso,45.655348,12.263585,
IT-0747,Cattinara_Hospital_Heliport,45.632895,13.830104,845
IT-0525,Lingotto_Heliport,45.030898,7.664602,
IT-0653,Ustica_Heliport,38.707215,13.177478,
LIMH,Pian_Rosà_Heliport,45.933422,7.709344,11443
IT-0635,Sinello_Airfield,42.173611,14.6625,
IT-0759,Heli_Pisa_North,43.78001,10.33434,
IT-0746,Santi_Giovanni_&_Paolo_Civil_Hospital_Helipad,45.440485,12.344561,95
IT-0748,Mirano_Hospital_Heliport,45.500707,12.113037,26
IT-0642,Venosa_Airfield,40.997028,15.873611,
IT-0664,Santo_Stefano_Heliport,40.789318,13.453112,
IT-0665,Ventotene_Heliport,40.800864,13.430235,
IT-0458,Naviglio_Grande_Airfield,45.397222,8.97,370
IT-0066,Campo_Volo_Angela_e_Sara,45.163889,8.123333,427
IT-0713,Campo_d'Aviazone_Private_Heliport,43.862432,10.255292,
LIBJ,"Helicopter_Base_""Luigi_Razza""",38.640456,16.042989,
IT-0810,San_Bortolo_Hospital_Helipad,45.555299,11.544907,180
IT-0579,Eliporto_Vico_del_Gargano,41.894802,15.964009,
IT-0580,Eliporto_Militare_Jactenente,41.821111,15.987275,
VIF,Vieste_Heliport,41.866417,16.165116,14
IT-0386,Volo_Club_Falchi_Grigi,41.9101,16.0993,98
IT-0695,Police_Helipad,44.048416,8.132994,
IT-0529,Base_elicotteri_corpo_forestale_di_Villasalto,39.479449,9.385912,
IT-0645,Vulcano_Heliport,38.428187,14.95568,
IT-0644,Vulcano_Piano_Emergency_Heliport,38.382709,14.982693,
IT-0796,Matera_Heliport,40.67337,16.54763,735
